"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"80","RL",82,9020,"Reg","Inside","NAmes","Norm","1Fam","SLvl",6,7,1966,0,"Gable","HdBoard","HdBoard","BrkFace",183,2,3,"CBlock",3,4,3,"312","276","1127",3,"Y","SBrkr",1165,0,1165,"1","0",1,1,3,3,6,0,0,"Attchd",1966,1,"2","490","4","4","Y",0,4,"5","2008","WD","Normal",174900
"90","RL",80,8000,"Reg","Corner","NAmes","Artery","Duplex","1Story",5,4,1961,0,"Gable","BrkFace","BrkFace","None",0,2,3,"CBlock",3,1,1,"0","1800","1800",5,"N","SBrkr",1800,0,1800,"0","0",2,0,6,3,10,0,0,"None",1961,1,"0","0","None","0","Y",0,1,"7","2007","WD","Normal",141000
"50","RM",100,12665,"IReg","Inside","OldTown","Artery","1Fam","1.5Fin",5,8,1915,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,2,1,"0","876","876",4,"Y","SBrkr",876,540,1416,"0","0",1,1,4,3,7,1,4,"Detchd",1949,1,"3","720","3","3","Y",418,1,"6","2008","WD","Normal",153900
"85","RL",69.3057953144266,16647,"IReg","CulDSac","Sawyer","RRAe","1Fam","SFoyer",5,5,1975,1,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",4,4,5,"1390","0","1390",3,"Y","SBrkr",1701,0,1701,"1","0",2,0,3,3,6,2,3,"Basment",1975,2,"2","611","3","3","Y",0,1,"1","2007","WD","Normal",171000
"60","RL",75,9317,"Reg","Inside","SawyerW","Norm","1Fam","2Story",7,5,1993,0,"Gable","HdBoard","HdBoard","BrkFace",137,3,3,"PConc",4,1,5,"513","227","740",5,"Y","SBrkr",1006,769,1775,"1","0",2,1,3,4,7,1,3,"Attchd",1993,1,"2","425","3","3","Y",234,1,"7","2009","WD","Normal",213000
"20","RL",36,15523,"IReg","CulDSac","CollgCr","Norm","1Fam","1Story",5,6,1972,0,"Gable","HdBoard","Plywood","None",0,2,3,"CBlock",3,3,4,"460","404","864",5,"Y","SBrkr",864,0,864,"1","0",1,0,3,3,5,1,2,"Attchd",1972,1,"1","338","3","3","Y",0,1,"8","2009","WD","Normal",133500
"50","RL",75,45600,"Slope","Inside","ClearCr","Norm","1Fam","1.5Fin",6,8,1908,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,1,1,"0","907","907",3,"Y","SBrkr",1307,1051,2358,"0","0",3,0,5,3,10,1,4,"Detchd",1908,1,"2","360","2","3","Y",486,1,"9","2008","WD","Normal",240000
"80","RL",80,9600,"Reg","FR2","Veenker","Feedr","1Fam","SLvl",6,7,1976,1,"Hip","Plywood","Plywood","BrkFace",360,3,4,"CBlock",3,1,1,"0","528","528",5,"Y","SBrkr",1094,761,1855,"0","0",2,1,3,3,7,1,3,"Attchd",1976,1,"2","512","3","3","Y",113,1,"8","2007","WD","Normal",187000
"120","RM",36,4435,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2003,0,"Gable","VinylSd","VinylSd","BrkFace",170,3,3,"PConc",4,3,6,"659","189","848",5,"Y","SBrkr",848,0,848,"1","0",1,0,1,4,3,0,0,"Attchd",2003,2,"2","420","3","3","Y",140,1,"11","2007","WD","Normal",131500
"120","RL",69.3057953144266,3196,"Reg","Inside","Blmngtn","Norm","TwnhsE","1Story",8,5,2003,0,"Gable","VinylSd","VinylSd","BrkFace",40,3,3,"PConc",4,4,1,"0","1273","1273",5,"Y","SBrkr",1456,0,1456,"0","0",2,0,2,4,7,1,3,"Attchd",2003,2,"2","400","3","3","Y",143,1,"5","2006","WD","Normal",215000
"75","RL",53,7128,"Reg","Inside","Crawfor","Norm","1Fam","2.5Unf",7,5,1941,1,"Gable","MetalSd","MetalSd","None",0,2,4,"CBlock",3,1,3,"364","554","918",4,"Y","SBrkr",918,728,1646,"0","0",2,0,4,3,7,2,4,"Detchd",1941,1,"1","240","3","3","Y",0,2,"8","2007","WD","Normal",164000
"80","RL",69.3057953144266,12095,"IReg","Corner","NAmes","Norm","1Fam","SLvl",6,6,1964,0,"Gable","MetalSd","HdBoard","BrkFace",115,2,4,"CBlock",3,4,3,"564","563","1127",3,"Y","SBrkr",1445,0,1445,"0","0",1,1,3,3,7,1,2,"Attchd",1964,1,"2","645","3","3","Y",180,2,"8","2009","WD","Normal",158000
"20","RL",102,17920,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,4,1955,1,"Hip","Wd Sdng","Plywood","None",0,2,3,"CBlock",3,2,5,"306","372","1763",3,"Y","SBrkr",1779,0,1779,"1","0",1,1,3,3,6,1,4,"Attchd",1955,1,"2","454","3","3","Y",0,1,"7","2006","WD","Abnorml",170000
"20","RL",69.3057953144266,6897,"IReg","Corner","Sawyer","Norm","1Fam","1Story",5,8,1962,1,"Gable","HdBoard","HdBoard","None",0,2,4,"CBlock",3,1,5,"659","381","1040",5,"Y","SBrkr",1040,0,1040,"1","0",1,1,3,3,6,0,0,"Detchd",1962,1,"1","260","3","3","Y",0,1,"4","2010","WD","Normal",127000
"80","RL",69.3057953144266,10970,"Slope","Inside","CollgCr","Norm","1Fam","SLvl",6,6,1978,0,"Gable","Plywood","HdBoard","None",0,2,3,"CBlock",4,4,6,"505","0","940",3,"Y","SBrkr",1026,0,1026,"1","0",1,0,3,3,5,0,0,"Detchd",1981,1,"2","576","3","2","Y",0,2,"10","2008","WD","Normal",147000
"60","RL",65,8125,"Reg","Inside","Gilbert","Norm","1Fam","2Story",6,5,1994,1,"Gable","HdBoard","HdBoard","None",0,2,3,"PConc",4,1,1,"0","702","702",4,"Y","SBrkr",702,779,1481,"0","0",2,1,3,3,6,1,3,"Attchd",1994,2,"2","343","3","3","Y",0,1,"3","2009","WD","Normal",174000
"20","RL",80,10400,"Reg","Inside","NWAmes","Norm","1Fam","1Story",7,5,1976,0,"Gable","HdBoard","HdBoard","BrkFace",189,2,3,"CBlock",4,1,1,"0","1090","1090",3,"Y","SBrkr",1370,0,1370,"0","0",2,0,3,3,6,1,3,"Attchd",1976,1,"2","479","3","3","Y",0,2,"6","2009","WD","Family",152000
"60","RL",69.3057953144266,11029,"IReg","Corner","NWAmes","PosA","1Fam","2Story",6,7,1968,1,"Gable","HdBoard","HdBoard","BrkFace",220,2,3,"CBlock",3,2,4,"619","435","1054",3,"Y","SBrkr",1512,1142,2654,"1","0",2,1,4,4,9,1,4,"Attchd",1968,1,"2","619","3","3","Y",0,1,"8","2006","WD","Normal",250000
"50","RL",55,7642,"Reg","Corner","Crawfor","Norm","1Fam","1.5Fin",7,8,1918,1,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,1,1,"0","912","912",4,"Y","SBrkr",912,514,1426,"0","0",1,1,3,4,7,1,4,"Detchd",1925,1,"1","216","3","3","Y",0,4,"6","2007","WD","Normal",189950
"190","RL",75,11625,"Reg","Inside","Sawyer","Norm","2fmCon","1Story",5,4,1965,0,"Hip","Plywood","HdBoard","None",0,2,3,"PConc",3,2,4,"841","198","1039",5,"Y","SBrkr",1039,0,1039,"1","0",1,1,3,3,6,0,0,"Attchd",1965,1,"2","504","3","3","Y",0,1,"4","2010","WD","Normal",131500
"20","RL",81,9672,"Reg","Corner","SawyerW","Norm","1Fam","1Story",6,5,1984,1,"Hip","HdBoard","Plywood","None",0,2,3,"PConc",4,1,6,"338","702","1040",3,"Y","SBrkr",1097,0,1097,"0","0",2,0,3,3,6,0,0,"Attchd",1986,1,"2","480","3","3","Y",0,4,"5","2010","WD","Normal",152000
"20","RL",70,7931,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1959,0,"Hip","BrkFace","Plywood","None",0,2,3,"CBlock",3,1,4,"1148","0","1148",3,"Y","SBrkr",1148,0,1148,"1","0",1,0,3,3,6,0,0,"Attchd",1959,1,"1","672","3","3","Y",0,4,"7","2009","WD","Normal",132500
"20","FV",72,8640,"Reg","Inside","Somerst","Norm","1Fam","1Story",7,5,2007,1,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",5,1,1,"0","1372","1372",5,"Y","SBrkr",1372,0,1372,"0","0",2,0,3,4,6,0,0,"Attchd",2008,2,"2","529","3","3","Y",0,1,"5","2008","New","Partial",250580
"20","RL",69.3057953144266,8750,"IReg","Inside","NAmes","Norm","1Fam","1Story",5,6,1970,0,"Gable","MetalSd","MetalSd","BrkFace",76,2,3,"CBlock",3,1,4,"828","174","1002",3,"Y","SBrkr",1002,0,1002,"1","0",1,0,3,3,5,0,0,"Detchd",1973,1,"2","902","3","3","Y",0,2,"8","2009","WD","Normal",148500
"20","RL",67,10656,"Slope","Inside","Timber","Norm","1Fam","1Story",8,5,2006,1,"Gable","VinylSd","VinylSd","Stone",274,3,3,"PConc",4,3,1,"0","1638","1638",5,"Y","SBrkr",1646,0,1646,"0","0",2,0,3,4,6,1,4,"Attchd",2007,1,"3","870","3","3","Y",192,1,"11","2007","New","Partial",248900
"20","RL",85,6970,"Reg","Corner","Sawyer","Feedr","1Fam","1Story",4,5,1961,0,"Gable","VinylSd","VinylSd","None",0,2,3,"CBlock",3,1,5,"932","108","1040",3,"Y","SBrkr",1120,0,1120,"1","0",1,1,3,2,5,0,0,"Attchd",1961,1,"2","544","3","3","Y",168,1,"5","2007","WD","Normal",129000
"60","RL",69.3057953144266,14762,"IReg","Corner","Gilbert","Feedr","1Fam","2Story",5,6,1948,1,"Gable","Plywood","Plywood","None",0,2,3,"Slab",0,0,1,"0","0","0",4,"Y","SBrkr",1547,720,2320,"0","0",2,0,2,3,7,1,3,"Attchd",1979,1,"2","672","3","3","P",120,1,"5","2006","WD","Normal",169000
"60","RL",80,9938,"Reg","Inside","SawyerW","Norm","1Fam","2Story",7,5,1993,1,"Gable","MetalSd","MetalSd","BrkFace",246,3,3,"PConc",4,1,6,"750","300","1050",5,"Y","SBrkr",1062,887,1949,"1","0",2,1,3,4,8,1,3,"Attchd",1993,2,"2","574","3","3","Y",156,4,"6","2010","WD","Normal",236000
"20","RL",60,6600,"Reg","Inside","NAmes","PosN","1Fam","1Story",5,5,1962,0,"Hip","MetalSd","MetalSd","None",0,2,3,"CBlock",3,1,1,"0","894","894",4,"N","SBrkr",894,0,894,"0","0",1,0,2,3,5,0,0,"Detchd",1962,1,"1","308","3","3","Y",0,1,"8","2009","WD","Normal",109500
"60","RL",70,8750,"Reg","Inside","CollgCr","Norm","1Fam","2Story",6,5,1998,0,"Gable","VinylSd","VinylSd","BrkFace",116,2,3,"PConc",4,1,6,"505","299","804",5,"Y","SBrkr",804,878,1682,"0","0",2,1,3,4,7,0,0,"Attchd",1998,1,"2","523","3","3","Y",0,1,"6","2010","WD","Normal",200500
"20","RL",74,8892,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,7,1953,1,"Gable","WdShing","Wd Shng","None",0,3,3,"Stone",3,3,1,"0","105","105",4,"Y","SBrkr",910,0,910,"0","0",1,0,3,4,5,0,0,"Attchd",1953,1,"2","414","3","3","Y",196,1,"10","2008","WD","Normal",116000
"40","RL",60,12144,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1949,1,"Gable","HdBoard","HdBoard","None",0,3,3,"CBlock",3,1,3,"375","457","832",4,"Y","SBrkr",1036,0,1268,"0","0",1,0,3,3,6,1,4,"Attchd",1949,1,"1","288","3","3","Y",0,1,"9","2009","WD","Normal",133000
"50","RM",52,5720,"Reg","Inside","OldTown","Artery","1Fam","1.5Fin",5,6,1941,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,1,1,"0","676","676",5,"Y","SBrkr",676,455,1131,"0","0",1,1,3,3,5,0,0,"Detchd",1941,1,"1","200","3","3","Y",26,1,"8","2009","WD","Abnorml",66500
"60","FV",75,9000,"Reg","Inside","Somerst","Norm","1Fam","2Story",8,5,2007,0,"Gable","CemntBd","CmentBd","None",0,3,3,"PConc",4,3,6,"64","1120","1184",5,"Y","SBrkr",1184,1426,2610,"0","0",2,1,4,5,11,1,4,"BuiltIn",2007,2,"2","550","3","3","Y",208,1,"8","2007","New","Partial",303477
"20","RL",94,25286,"Slope","Inside","Mitchel","Norm","1Fam","1Story",4,5,1963,0,"Gable","HdBoard","Plywood","None",0,2,3,"PConc",3,4,5,"633","431","1064",4,"Y","SBrkr",1040,0,1040,"1","0",1,0,3,3,5,0,0,"Attchd",1963,1,"2","648","3","3","Y",0,1,"1","2007","WD","Normal",132250
"60","RL",74,8834,"Reg","Inside","NridgHt","Norm","1Fam","2Story",9,5,2004,1,"Hip","VinylSd","VinylSd","Stone",216,3,3,"PConc",5,1,6,"1170","292","1462",5,"Y","SBrkr",1462,762,2224,"1","0",2,1,4,5,10,1,4,"Attchd",2004,2,"3","738","3","3","Y",184,1,"6","2009","WD","Normal",350000
"85","RL",88,11782,"IReg","Inside","Sawyer","Norm","1Fam","SFoyer",5,7,1961,1,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",3,3,5,"899","210","1109",3,"Y","SBrkr",1155,0,1155,"1","0",1,0,3,4,6,0,0,"Detchd",1987,1,"2","576","3","3","Y",192,2,"6","2010","WD","Normal",148000
"20","RL",69.3057953144266,7000,"IReg","CulDSac","CollgCr","Norm","1Fam","1Story",5,8,1978,1,"Gable","VinylSd","VinylSd","BrkFace",90,3,4,"CBlock",3,1,5,"646","218","864",5,"Y","SBrkr",864,0,864,"1","0",1,0,3,3,6,0,0,"Attchd",1978,1,"1","336","3","3","Y",0,1,"7","2009","WD","Normal",136500
"20","RL",60,7024,"Reg","Inside","Edwards","Norm","1Fam","1Story",5,5,2005,1,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",5,1,5,"980","110","1090",4,"Y","SBrkr",1090,0,1090,"1","0",1,1,2,3,5,0,0,"Attchd",2005,2,"2","450","3","3","Y",0,1,"6","2007","WD","Normal",157000
"50","RL",44,13758,"IReg","CulDSac","Timber","Norm","1Fam","1.5Fin",7,5,1990,1,"Gable","HdBoard","HdBoard","BrkFace",117,3,4,"CBlock",4,2,2,"902","254","1156",5,"Y","SBrkr",1187,530,1717,"0","0",2,1,3,4,7,1,3,"Attchd",1990,1,"2","400","3","3","Y",168,1,"4","2007","WD","Normal",187500
"60","RL",69.3057953144266,9636,"IReg","Corner","Gilbert","Norm","1Fam","2Story",6,5,1992,1,"Gable","VinylSd","VinylSd","None",0,2,3,"PConc",4,1,1,"0","808","808",4,"Y","SBrkr",808,785,1593,"0","0",2,1,3,3,7,1,3,"BuiltIn",1993,1,"2","389","3","3","Y",342,2,"12","2009","WD","Normal",178000
"75","RL",60,6204,"Slope","Inside","SWISU","Norm","1Fam","2.5Fin",4,5,1912,1,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",3,1,1,"0","795","795",3,"N","SBrkr",954,795,2230,"1","0",1,0,5,3,10,0,0,"Detchd",1997,1,"1","440","3","4","Y",0,1,"3","2006","WD","Normal",118500
"20","RL",65,7150,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1967,0,"Gable","HdBoard","HdBoard","BrkFace",60,2,3,"CBlock",3,1,4,"432","460","892",3,"Y","SBrkr",892,0,892,"0","0",1,0,3,3,5,0,0,"Attchd",1967,1,"1","288","3","3","Y",0,1,"7","2009","WD","Normal",100000
"120","FV",50,5119,"IReg","CulDSac","Somerst","Norm","TwnhsE","1Story",9,5,1999,1,"Gable","MetalSd","MetalSd","BrkFace",60,3,3,"PConc",5,3,6,"1238","460","1698",5,"Y","SBrkr",1709,0,1709,"1","0",2,0,2,4,5,1,3,"Attchd",1999,2,"2","506","3","3","Y",97,1,"1","2008","CWD","Abnorml",328900
"90","RL",70,8393,"Reg","Corner","NAmes","Norm","Duplex","1Story",5,5,1959,1,"Gable","MetalSd","MetalSd","BrkFace",122,2,3,"CBlock",3,1,2,"528","1098","1626",5,"Y","SBrkr",1712,0,1712,"0","0",2,0,4,3,8,0,0,"Attchd",2005,2,"2","588","3","3","Y",272,1,"6","2006","WD","Family",145000
"50","RL",59,16466,"IReg","Inside","Edwards","Norm","1Fam","1.5Fin",5,7,1955,0,"Gable","MetalSd","MetalSd","None",0,2,4,"PConc",3,1,1,"0","816","816",3,"Y","SBrkr",872,521,1393,"0","0",1,1,3,3,8,0,0,"Attchd",1955,1,"1","300","3","3","Y",121,1,"4","2008","WD","Normal",135500
"20","RL",95,15865,"IReg","Inside","NAmes","Norm","1Fam","1Story",8,6,1970,0,"Flat","Wd Sdng","Wd Sdng","None",0,3,4,"PConc",3,4,5,"351","1043","2217",5,"Y","SBrkr",2217,0,2217,"1","0",2,0,4,4,8,1,3,"Attchd",1970,1,"2","621","3","3","Y",81,1,"10","2007","WD","Normal",268000
"20","RL",128,12160,"Reg","Inside","NAmes","Feedr","1Fam","1Story",6,4,1953,0,"Hip","Wd Sdng","Wd Sdng","BrkFace",90,2,3,"CBlock",3,1,4,"1024","481","1505",5,"Y","SBrkr",1505,0,1505,"1","0",1,0,2,3,6,1,3,"Attchd",1953,1,"2","505","3","3","Y",0,1,"2","2009","WD","Normal",149500
"50","RL",60,8064,"Reg","Corner","NAmes","Artery","1Fam","1.5Fin",5,7,1949,1,"Gable","MetalSd","MetalSd","None",0,2,4,"CBlock",3,2,1,"0","672","672",5,"Y","SBrkr",672,252,924,"0","0",1,0,3,3,6,1,1,"Detchd",2003,1,"2","576","3","3","Y",0,2,"7","2007","WD","Normal",122900
"60","RL",70,11184,"Reg","Inside","Sawyer","Norm","1Fam","2Story",6,5,1978,0,"Hip","HdBoard","HdBoard","BrkFace",92,2,3,"CBlock",3,1,2,"226","192","918",4,"Y","SBrkr",918,765,1683,"0","0",2,1,3,3,7,1,3,"Attchd",1978,1,"2","440","3","3","Y",243,1,"7","2009","WD","Normal",172500
"20","RL",70,8414,"Reg","Inside","Sawyer","Norm","1Fam","1Story",6,8,1963,1,"Hip","HdBoard","HdBoard","None",0,2,3,"CBlock",3,1,6,"663","396","1059",3,"Y","SBrkr",1068,0,1068,"0","1",1,0,3,3,6,0,0,"Attchd",1963,1,"1","264","3","3","Y",192,2,"2","2006","WD","Normal",154500
"20","RL",69.3057953144266,13284,"Reg","Inside","Sawyer","PosN","1Fam","1Story",5,5,1954,0,"Gable","Wd Sdng","Plywood","None",0,2,3,"PConc",4,2,4,"1064","319","1383",3,"Y","SBrkr",1383,0,1383,"1","0",1,0,3,3,6,1,4,"Attchd",1954,1,"1","354","3","3","Y",511,4,"6","2008","WD","Normal",165000
"90","RL",64,7018,"Slope","Inside","SawyerW","Norm","Duplex","1Story",5,5,1979,0,"Gable","Plywood","Plywood","None",0,2,3,"Slab",0,0,1,"0","0","0",3,"Y","SBrkr",1535,0,1535,"0","0",2,0,4,3,8,0,0,"Attchd",1979,1,"2","400","3","3","Y",0,1,"6","2009","WD","Alloca",118858
"60","RL",71,7056,"Reg","Inside","NAmes","Norm","1Fam","2Story",6,5,1963,0,"Hip","HdBoard","HdBoard","BrkFace",415,2,3,"CBlock",3,1,4,"400","380","780",3,"Y","SBrkr",983,813,1796,"1","0",1,1,4,3,8,1,3,"Attchd",1963,1,"2","483","3","3","Y",0,1,"10","2008","WD","Normal",140000
"30","RM",50,8765,"Reg","Inside","IDOTRR","Norm","1Fam","1Story",4,6,1936,1,"Gable","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,1,5,"285","666","951",5,"N","SBrkr",951,0,951,"0","0",1,0,2,3,6,0,0,"Detchd",1936,1,"1","327","3","3","Y",0,1,"4","2006","WD","Abnorml",106500
"90","RL",64,7018,"Reg","Inside","SawyerW","Feedr","Duplex","2Story",5,5,1979,0,"Gable","Plywood","Plywood","None",0,2,3,"Slab",0,0,1,"0","0","0",3,"Y","SBrkr",1120,1120,2240,"0","0",2,0,6,3,12,0,0,"Detchd",1979,1,"2","528","3","3","Y",154,1,"6","2009","WD","Alloca",142953
"20","RL",100,12919,"IReg","Inside","NridgHt","Norm","1Fam","1Story",9,5,2009,1,"Hip","VinylSd","VinylSd","Stone",760,4,3,"PConc",5,4,6,"2188","142","2330",5,"Y","SBrkr",2364,0,2364,"1","0",2,1,2,5,11,2,4,"Attchd",2009,2,"3","820","3","3","Y",0,1,"3","2010","New","Partial",611657
"20","RL",65,6993,"Reg","Inside","Sawyer","Feedr","1Fam","1Story",5,7,1961,1,"Gable","HdBoard","Plywood","None",0,2,3,"CBlock",3,1,4,"465","447","912",3,"Y","SBrkr",1236,0,1236,"0","0",1,0,3,3,6,1,3,"Attchd",1961,1,"1","288","3","3","Y",0,1,"6","2006","WD","Normal",135000
"20","RL",69.3057953144266,7340,"IReg","Inside","NAmes","Norm","1Fam","1Story",4,6,1971,0,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",3,1,5,"322","536","858",3,"Y","SBrkr",858,0,858,"0","0",1,0,2,3,4,0,0,"Detchd",1979,1,"1","684","3","3","Y",0,1,"6","2007","WD","Normal",110000
"20","RL",64,8712,"IReg","Inside","NAmes","Norm","1Fam","1Story",5,7,1957,1,"Hip","MetalSd","MetalSd","None",0,2,4,"CBlock",3,2,4,"860","132","992",3,"Y","SBrkr",1306,0,1306,"1","0",1,0,2,3,5,0,0,"Detchd",1968,1,"1","756","3","3","Y",0,1,"5","2009","WD","Normal",153000
"60","RL",63,7875,"Reg","Inside","Gilbert","Norm","1Fam","2Story",7,5,2003,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,1,1,"0","783","783",5,"Y","SBrkr",807,702,1509,"0","0",2,1,3,4,8,1,4,"Attchd",2003,2,"2","393","3","3","Y",0,1,"7","2006","WD","Normal",180000
"20","RL",50,14859,"Slope","CulDSac","Gilbert","Norm","1Fam","1Story",7,5,2006,0,"Hip","VinylSd","VinylSd","BrkFace",27,3,3,"PConc",4,1,1,"0","1670","1670",5,"Y","SBrkr",1670,0,1670,"0","0",2,0,3,4,7,1,4,"Attchd",2006,1,"3","690","3","3","Y",144,1,"8","2006","New","Partial",240000
"20","RL",69.3057953144266,6173,"IReg","Inside","Sawyer","Norm","1Fam","1Story",5,6,1967,0,"Gable","HdBoard","Wd Sdng","BrkFace",75,2,3,"CBlock",3,1,6,"599","277","876",3,"Y","SBrkr",902,0,902,"0","0",1,0,3,3,6,0,0,"Attchd",1967,1,"1","288","3","3","Y",0,2,"8","2007","WD","Normal",125500
"20","RL",80,9920,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1954,0,"Gable","HdBoard","HdBoard","Stone",110,2,3,"CBlock",3,1,3,"354","412","1056",3,"Y","SBrkr",1063,0,1063,"1","0",1,0,3,3,6,0,0,"Attchd",1954,1,"1","280","3","3","Y",0,2,"2","2010","WD","Normal",128000
"20","RL",116,13501,"IReg","Corner","Somerst","Norm","1Fam","1Story",8,5,2006,0,"Gable","VinylSd","VinylSd","Stone",208,3,3,"PConc",4,1,6,"63","1560","1623",5,"Y","SBrkr",1636,0,1636,"1","0",2,0,3,4,8,1,4,"Attchd",2006,1,"3","865","3","3","Y",0,1,"6","2007","WD","Normal",255000
"50","RL",86,11500,"IReg","Inside","Crawfor","Norm","1Fam","1.5Fin",7,7,1936,1,"Gable","BrkFace","BrkFace","None",0,3,3,"CBlock",4,1,3,"223","794","1017",4,"Y","SBrkr",1020,1037,2057,"0","0",1,1,3,4,6,1,4,"Attchd",1936,2,"1","180","2","3","Y",0,1,"6","2006","WD","Normal",250000
"20","RL",69.3057953144266,8885,"Slope","Inside","Mitchel","Norm","1Fam","1Story",5,5,1983,0,"Gable","HdBoard","HdBoard","None",0,2,3,"CBlock",4,3,4,"301","239","864",3,"Y","SBrkr",902,0,902,"1","0",1,0,2,3,5,0,0,"Attchd",1983,1,"2","484","3","3","Y",164,2,"6","2006","WD","Normal",131000
"60","RL",149,12589,"IReg","Inside","Gilbert","Norm","1Fam","2Story",6,5,2005,0,"Gable","VinylSd","VinylSd","None",0,3,3,"PConc",4,1,1,"0","742","742",5,"Y","SBrkr",742,742,1484,"0","0",2,1,3,4,8,1,4,"Attchd",2005,2,"2","390","3","3","Y",36,1,"6","2009","WD","Normal",174000
"90","RL",80,11600,"Reg","Corner","NAmes","Feedr","Duplex","2Story",5,5,1960,0,"Gable","MetalSd","MetalSd","BrkFace",361,2,3,"CBlock",3,1,3,"443","662","1105",3,"Y","Other",1105,1169,2274,"0","0",2,0,5,3,12,0,0,"Detchd",1960,1,"2","480","3","3","Y",0,1,"1","2010","WD","Normal",154300
"20","RL",69.3057953144266,9286,"IReg","CulDSac","CollgCr","Norm","1Fam","1Story",5,7,1977,1,"Gable","HdBoard","Plywood","None",0,2,3,"CBlock",4,3,5,"196","1072","1268",3,"Y","SBrkr",1268,0,1268,"0","0",1,1,3,4,5,0,0,"Detchd",1978,1,"1","252","3","3","Y",173,1,"10","2009","WD","Normal",143500
"30","RM",51,6120,"Reg","Inside","BrkSide","Norm","1Fam","1Story",5,7,1925,1,"Gable","MetalSd","MetalSd","None",0,2,3,"BrkTil",3,1,3,"489","279","768",3,"N","SBrkr",1015,0,1015,"0","0",1,0,3,3,6,0,0,"Detchd",1925,1,"1","450","3","3","Y",0,2,"7","2006","WD","Abnorml",88000
"90","RH",82,6270,"Slope","Inside","Crawfor","Norm","Duplex","2Story",5,6,1949,1,"Gable","MetalSd","MetalSd","None",0,2,3,"CBlock",3,1,4,"284","717","1001",3,"N","Other",1001,1001,2002,"0","0",2,0,4,3,8,0,0,"2Types",1949,1,"3","871","3","3","Y",0,1,"8","2007","WD","Normal",145000
"160","FV",30,3000,"Reg","Inside","Somerst","Norm","TwnhsE","2Story",6,5,2009,0,"Gable","VinylSd","VinylSd","Stone",76,3,3,"PConc",4,3,6,"294","318","612",5,"Y","SBrkr",612,612,1224,"0","0",2,1,2,4,4,0,0,"Detchd",2009,1,"2","528","3","3","Y",0,1,"6","2009","New","Partial",173733
"160","RM",21,2001,"Reg","Inside","MeadowV","Norm","Twnhs","2Story",4,5,1970,0,"Gable","CemntBd","CmentBd","BrkFace",80,2,3,"CBlock",3,1,1,"0","546","546",2,"Y","SBrkr",546,546,1092,"0","0",1,1,3,3,6,0,0,"Attchd",1970,1,"1","286","3","3","Y",0,1,"1","2007","WD","Normal",75000
"20","C (all)",50,9000,"Reg","Inside","IDOTRR","Norm","1Fam","1Story",2,3,1949,1,"Gable","AsbShng","AsbShng","None",0,2,3,"CBlock",3,3,4,"50","430","480",3,"N","Other",480,0,480,"1","0",0,0,1,3,4,0,0,"Detchd",1958,1,"1","308","3","3","Y",0,1,"10","2006","WD","Abnorml",35311
"20","RL",69.3057953144266,17140,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,6,1956,0,"Gable","VinylSd","VinylSd","None",0,2,3,"CBlock",3,1,5,"1059","75","1134",5,"Y","Other",1229,0,1229,"0","0",1,0,3,3,6,0,0,"Attchd",1956,1,"1","284","3","3","Y",0,1,"4","2009","WD","Normal",135000
